Game,Date,Team,Home,Players,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg
38,1/2/2019,LAL,1,Lonzo Ball\balllo01,35:16,1,4,.250,0,1,.000,1,5,.200,1,3,4,7,1,2,2,4,3,+4,.242,.250,.250,1.250,2.5,6.5,4.6,26.7,1.2,3.7,24.4,9.3,73,101
38,1/2/2019,LAL,1,JaVale McGee\mcgeeja01,20:18,7,16,.438,0,0,,1,3,.333,3,5,8,1,0,4,2,3,15,0,.433,.438,.000,.188,12.9,18.8,16.0,11.6,0.0,12.8,10.4,38.0,82,92
38,1/2/2019,LAL,1,Kyle Kuzma\kuzmaky01,16:02,1,4,.250,0,2,.000,2,2,1.000,0,1,1,1,3,0,3,2,4,-1,.410,.250,.500,.500,0.0,4.8,2.5,8.8,8.2,0.0,38.1,19.6,56,89
38,1/2/2019,LAL,1,Kentavious Caldwell-Pope\caldwke01,34:08,6,14,.429,5,11,.455,8,10,.800,1,2,3,2,2,0,1,2,25,-11,.679,.607,.786,.714,2.6,4.5,3.6,9.8,2.6,0.0,5.2,22.7,130,101
38,1/2/2019,LAL,1,Lance Stephenson\stephla01,21:10,1,5,.200,1,3,.333,0,0,,0,6,6,4,1,0,2,3,3,+2,.300,.300,.600,.000,0.0,21.6,11.5,26.1,2.1,0.0,28.6,13.2,63,94
38,1/2/2019,LAL,1,Tyson Chandler\chandty01,17:21,2,2,1.000,0,0,,3,4,.750,0,3,3,1,0,0,0,2,7,-4,.931,1.000,.000,2.000,0.0,13.2,7.0,8.8,0.0,0.0,0.0,8.7,195,102
38,1/2/2019,LAL,1,Ivica Zubac\zubaciv01,10:21,4,4,1.000,0,0,,0,0,,1,1,2,1,0,1,1,2,8,-3,1.000,1.000,.000,.000,8.4,7.4,7.9,25.1,0.0,6.3,20.0,19.3,146,101
38,1/2/2019,LAL,1,Sviatoslav Mykhailiuk\mykhasv01,6:58,2,3,.667,0,0,,1,2,.500,0,1,1,0,0,0,1,0,5,-6,.644,.667,.000,.667,0.0,10.9,5.8,0.0,0.0,0.0,20.5,28.0,90,104
38,1/2/2019,LAL,1,Moritz Wagner\wagnemo01,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team
38,1/2/2019,LAL,1,Michael Beasley\beaslmi01,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
