Game,Date,Team,Home,Players,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg
31,12/18/2018,LAL,0,Kentavious Caldwell-Pope\caldwke01,37:30,3,7,.429,0,4,.000,0,0,,1,4,5,2,1,0,1,3,6,+1,.429,.429,.571,.000,2.9,11.6,7.3,6.7,1.2,0.0,12.5,9.0,92,112
31,12/18/2018,LAL,0,Lance Stephenson\stephla01,11:52,3,7,.429,2,4,.500,0,0,,0,3,3,0,0,0,1,2,8,-10,.571,.571,.571,.000,0.0,27.6,13.8,0.0,0.0,0.0,12.5,28.4,94,113
31,12/18/2018,LAL,0,Moritz Wagner\wagnemo01,8:00,1,2,.500,1,2,.500,1,2,.500,0,1,1,0,0,0,0,2,4,-9,.694,.750,1.000,1.000,0.0,13.6,6.8,0.0,0.0,0.0,0.0,15.1,137,114
31,12/18/2018,LAL,0,Sviatoslav Mykhailiuk\mykhasv01,5:30,0,1,.000,0,1,.000,0,0,,0,0,0,0,0,0,1,1,0,+3,.000,.000,1.000,.000,0.0,0.0,0.0,0.0,0.0,0.0,50.0,15.3,0,115
31,12/18/2018,LAL,0,Ivica Zubac\zubaciv01,2:25,0,1,.000,0,0,,0,0,,0,0,0,1,0,1,0,2,0,+3,.000,.000,.000,.000,0.0,0.0,0.0,47.3,0.0,34.8,0.0,17.4,56,78
31,12/18/2018,LAL,0,Michael Beasley\beaslmi01,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team
31,12/18/2018,LAL,0,JaVale McGee\mcgeeja01,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
31,12/18/2018,LAL,0,Isaac Bonga\bongais01,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team
32,12/21/2018,LAL,1,LeBron James\jamesle01,38:45,8,20,.400,0,4,.000,6,9,.667,2,10,12,14,2,0,2,3,22,+13,.459,.400,.200,.450,5.3,22.9,14.7,52.4,2.4,0.0,7.7,28.0,110,95
32,12/21/2018,LAL,1,Kyle Kuzma\kuzmaky01,37:23,8,15,.533,3,8,.375,4,5,.800,0,3,3,1,1,0,0,2,23,+14,.669,.633,.533,.333,0.0,7.1,3.8,3.9,1.2,0.0,0.0,19.2,132,104
32,12/21/2018,LAL,1,Brandon Ingram\ingrabr01,32:43,6,14,.429,0,2,.000,6,8,.750,2,5,7,2,1,0,2,1,18,+16,.514,.429,.143,.571,6.2,13.6,10.2,8.6,1.4,0.0,10.2,24.9,102,101
32,12/21/2018,LAL,1,Ivica Zubac\zubaciv01,32:16,8,10,.800,0,0,,0,0,,2,9,11,0,2,2,1,5,16,+15,.800,.800,.000,.000,6.3,24.8,16.2,0.0,2.8,4.0,9.1,14.2,139,90
32,12/21/2018,LAL,1,Lonzo Ball\balllo01,26:09,5,10,.500,2,6,.333,0,0,,1,4,5,2,0,0,2,2,12,+18,.600,.600,.600,.000,3.9,13.6,9.1,10.9,0.0,0.0,16.7,19.2,101,104
32,12/21/2018,LAL,1,Rajon Rondo\rondora01,21:51,3,10,.300,0,4,.000,2,3,.667,0,4,4,9,0,0,2,1,8,-10,.353,.300,.400,.300,0.0,16.3,8.7,54.3,0.0,0.0,15.0,25.4,89,103
32,12/21/2018,LAL,1,Josh Hart\hartjo01,19:52,2,5,.400,2,4,.500,0,0,,0,1,1,0,0,0,1,0,6,-11,.600,.600,.800,.000,0.0,4.5,2.4,0.0,0.0,0.0,16.7,12.6,90,108
32,12/21/2018,LAL,1,Tyson Chandler\chandty01,15:44,1,2,.500,0,0,,0,0,,1,2,3,0,1,2,1,1,2,-7,.500,.500,.000,.000,6.5,11.3,9.1,0.0,2.9,8.1,33.3,8.0,79,92
32,12/21/2018,LAL,1,Kentavious Caldwell-Pope\caldwke01,15:17,2,6,.333,1,4,.250,0,0,,0,2,2,0,0,0,1,2,5,-8,.417,.417,.667,.000,0.0,11.6,6.2,0.0,0.0,0.0,14.3,19.1,68,104
32,12/21/2018,LAL,1,JaVale McGee\mcgeeja01,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
32,12/21/2018,LAL,1,Moritz Wagner\wagnemo01,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
32,12/21/2018,LAL,1,Sviatoslav Mykhailiuk\mykhasv01,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team
32,12/21/2018,LAL,1,Lance Stephenson\stephla01,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
33,12/23/2018,LAL,1,Brandon Ingram\ingrabr01,37:29,8,15,.533,1,3,.333,3,6,.500,0,4,4,3,0,0,2,2,20,-2,.567,.567,.200,.400,0.0,11.6,6.1,14.4,0.0,0.0,10.2,25.0,102,121
33,12/23/2018,LAL,1,Kyle Kuzma\kuzmaky01,37:11,3,8,.375,2,6,.333,3,6,.500,0,6,6,6,0,0,3,3,11,-8,.517,.500,.750,.750,0.0,17.6,9.2,23.4,0.0,0.0,22.0,17.5,95,119
33,12/23/2018,LAL,1,LeBron James\jamesle01,35:37,8,14,.571,2,5,.400,4,4,1.000,1,13,14,7,1,1,4,0,22,-3,.698,.643,.357,.286,3.4,39.8,22.5,36.0,1.4,2.1,20.2,26.5,119,109
33,12/23/2018,LAL,1,Ivica Zubac\zubaciv01,32:53,8,12,.667,0,0,,3,4,.750,1,3,4,1,0,4,1,3,19,+13,.690,.667,.000,.333,3.6,10.0,7.0,5.8,0.0,9.1,6.8,21.4,127,112
33,12/23/2018,LAL,1,Lonzo Ball\balllo01,27:17,2,10,.200,0,7,.000,0,0,,0,3,3,2,3,2,2,2,4,+1,.200,.200,.700,.000,0.0,12.0,6.3,10.5,5.6,5.5,16.7,21.0,44,102
33,12/23/2018,LAL,1,Josh Hart\hartjo01,26:41,3,7,.429,3,6,.500,2,2,1.000,1,2,3,3,0,1,0,1,11,-8,.698,.643,.857,.286,4.5,8.2,6.4,17.1,0.0,2.8,0.0,14.1,148,119
33,12/23/2018,LAL,1,Kentavious Caldwell-Pope\caldwke01,19:07,4,5,.800,2,3,.667,0,0,,0,1,1,1,1,0,0,2,10,-8,1.000,1.000,.600,.000,0.0,5.7,3.0,9.3,2.7,0.0,0.0,12.5,183,116
33,12/23/2018,LAL,1,Rajon Rondo\rondora01,18:24,1,2,.500,0,0,,0,0,,1,2,3,4,1,0,3,2,2,-6,.500,.500,.000,.000,6.5,11.9,9.3,30.3,2.8,0.0,60.0,13.0,80,114
33,12/23/2018,LAL,1,Moritz Wagner\wagnemo01,4:06,0,2,.000,0,0,,0,0,,2,1,3,0,0,0,1,1,0,-15,.000,.000,.000,.000,58.5,26.6,41.8,0.0,0.0,0.0,33.3,34.9,48,116
33,12/23/2018,LAL,1,Lance Stephenson\stephla01,1:15,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,-4,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0,124
33,12/23/2018,LAL,1,Tyson Chandler\chandty01,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
33,12/23/2018,LAL,1,Sviatoslav Mykhailiuk\mykhasv01,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress
33,12/23/2018,LAL,1,JaVale McGee\mcgeeja01,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress
34,12/25/2018,LAL,0,Kyle Kuzma\kuzmaky01,31:24,6,14,.429,2,6,.333,5,7,.714,0,6,6,1,0,0,1,3,19,+5,.556,.500,.429,.500,0.0,18.3,10.7,4.0,0.0,0.0,5.5,25.4,108,100
34,12/25/2018,LAL,0,Ivica Zubac\zubaciv01,30:40,9,10,.900,0,0,,0,0,,3,8,11,2,0,2,1,3,18,+25,.900,.900,.000,.000,13.0,25.0,20.0,9.5,0.0,5.5,9.1,15.8,168,94
34,12/25/2018,LAL,0,Lonzo Ball\balllo01,24:11,2,6,.333,1,4,.250,1,2,.500,0,3,3,4,0,0,2,2,6,+2,.436,.417,.667,.333,0.0,11.9,6.9,18.5,0.0,0.0,22.5,16.2,89,101
34,12/25/2018,LAL,0,Brandon Ingram\ingrabr01,24:09,4,9,.444,1,3,.333,5,6,.833,0,2,2,2,0,0,2,4,14,+13,.601,.500,.333,.667,0.0,8.0,4.6,10.2,0.0,0.0,14.7,24.9,110,102
34,12/25/2018,LAL,0,LeBron James\jamesle01,21:15,6,11,.545,0,2,.000,5,8,.625,2,11,13,5,1,0,2,1,17,+5,.585,.545,.182,.727,12.5,49.7,34.1,33.8,2.2,0.0,12.1,34.3,122,89
34,12/25/2018,LAL,0,Josh Hart\hartjo01,28:58,4,9,.444,2,6,.333,2,2,1.000,0,1,1,0,1,1,3,0,12,+20,.607,.556,.667,.222,0.0,3.3,1.9,0.0,1.6,2.9,23.3,19.6,88,97
34,12/25/2018,LAL,0,Kentavious Caldwell-Pope\caldwke01,25:44,4,6,.667,1,3,.333,0,0,,0,3,3,1,1,0,1,2,9,+18,.750,.750,.500,.000,0.0,11.2,6.5,4.7,1.8,0.0,14.3,12.0,123,98
34,12/25/2018,LAL,0,Rajon Rondo\rondora01,23:00,6,11,.545,1,3,.333,2,2,1.000,0,5,5,10,0,0,0,2,15,+24,.631,.591,.273,.182,0.0,20.9,12.1,60.5,0.0,0.0,0.0,22.8,154,100
34,12/25/2018,LAL,0,Tyson Chandler\chandty01,15:30,0,1,.000,0,0,,0,0,,1,3,4,0,2,0,0,2,0,-2,.000,.000,.000,.000,8.6,18.6,14.4,0.0,6.0,0.0,0.0,2.8,79,87
34,12/25/2018,LAL,0,Lance Stephenson\stephla01,11:29,4,6,.667,3,4,.750,0,0,,0,1,1,0,0,0,0,1,11,+14,.917,.917,.667,.000,0.0,8.4,4.9,0.0,0.0,0.0,0.0,23.0,162,102
34,12/25/2018,LAL,0,Sviatoslav Mykhailiuk\mykhasv01,1:50,2,2,1.000,2,2,1.000,0,0,,0,0,0,0,0,0,0,0,6,+3,1.500,1.500,1.000,.000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.1,300,104
34,12/25/2018,LAL,0,Moritz Wagner\wagnemo01,1:50,0,0,,0,0,,0,0,,0,0,0,2,0,0,0,0,0,+3,,,,,0.0,0.0,0.0,100.0,0.0,0.0,,0.0,228,104
34,12/25/2018,LAL,0,JaVale McGee\mcgeeja01,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team
35,12/27/2018,LAL,0,Kyle Kuzma\kuzmaky01,40:02,12,24,.500,2,8,.250,7,9,.778,0,9,9,4,0,0,6,2,33,-13,.590,.542,.333,.375,0.0,20.4,11.5,15.7,0.0,0.0,17.7,35.4,102,113
35,12/27/2018,LAL,0,Brandon Ingram\ingrabr01,37:36,8,19,.421,1,4,.250,5,8,.625,2,1,3,2,1,2,5,1,22,+7,.488,.447,.211,.421,6.2,2.4,4.1,7.3,1.2,3.5,18.2,30.5,88,115
35,12/27/2018,LAL,0,Lonzo Ball\balllo01,36:50,8,13,.615,4,6,.667,0,0,,0,9,9,12,2,1,2,0,20,+3,.769,.769,.462,.000,0.0,22.1,12.5,45.2,2.5,1.8,13.3,17.0,149,106
35,12/27/2018,LAL,0,Josh Hart\hartjo01,32:53,4,8,.500,2,3,.667,0,0,,0,4,4,2,3,1,0,4,10,-13,.625,.625,.375,.000,0.0,11.0,6.2,7.5,4.2,2.0,0.0,10.1,133,106
35,12/27/2018,LAL,0,Ivica Zubac\zubaciv01,20:14,3,8,.375,0,0,,0,0,,2,3,5,0,0,1,1,2,6,-8,.375,.375,.000,.000,11.6,13.4,12.6,0.0,0.0,3.3,11.1,18.5,81,114
35,12/27/2018,LAL,0,Kentavious Caldwell-Pope\caldwke01,27:58,2,4,.500,0,0,,0,1,.000,1,2,3,2,0,0,0,3,4,+7,.450,.500,.000,.250,4.2,6.5,5.5,8.3,0.0,0.0,0.0,6.6,117,118
35,12/27/2018,LAL,0,Tyson Chandler\chandty01,20:46,4,4,1.000,0,0,,3,4,.750,3,7,10,0,0,0,3,3,11,+7,.955,1.000,.000,1.000,16.9,30.5,24.6,0.0,0.0,0.0,34.2,17.6,125,109
35,12/27/2018,LAL,0,Lance Stephenson\stephla01,19:10,4,8,.500,1,4,.250,1,1,1.000,0,2,2,3,1,0,0,2,10,+9,.592,.563,.500,.125,0.0,9.5,5.3,21.5,2.4,0.0,0.0,18.4,133,112
35,12/27/2018,LAL,0,Alex Caruso\carusal01,3:40,0,0,,0,0,,0,0,,1,0,1,0,0,0,0,1,0,-2,,,,,31.9,0.0,13.9,0.0,0.0,0.0,,0.0,217,121
35,12/27/2018,LAL,0,Sviatoslav Mykhailiuk\mykhasv01,0:48,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,1,0,-2,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0,119
35,12/27/2018,LAL,0,Moritz Wagner\wagnemo01,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
35,12/27/2018,LAL,0,JaVale McGee\mcgeeja01,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
35,12/27/2018,LAL,0,Johnathan Williams\willijo04,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
36,12/28/2018,LAL,1,Lonzo Ball\balllo01,42:42,7,16,.438,3,8,.375,2,2,1.000,2,3,5,6,1,0,4,4,19,-3,.563,.531,.500,.125,4.2,6.9,5.5,24.0,1.0,0.0,19.2,19.7,101,110
36,12/28/2018,LAL,1,Kyle Kuzma\kuzmaky01,41:59,9,21,.429,0,7,.000,6,7,.857,0,9,9,5,1,0,4,3,24,+1,.498,.429,.333,.333,0.0,21.0,10.0,22.2,1.0,0.0,14.2,26.9,92,108
36,12/28/2018,LAL,1,Josh Hart\hartjo01,34:48,5,10,.500,2,4,.500,0,0,,0,6,6,3,3,0,1,1,12,-7,.600,.600,.400,.000,0.0,16.9,8.0,14.2,3.8,0.0,9.1,12.7,110,102
36,12/28/2018,LAL,1,Brandon Ingram\ingrabr01,32:52,5,12,.417,1,2,.500,6,12,.500,0,7,7,0,0,0,1,5,17,+1,.492,.458,.167,1.000,0.0,20.9,9.9,0.0,0.0,0.0,5.5,22.4,93,110
36,12/28/2018,LAL,1,Ivica Zubac\zubaciv01,19:12,1,8,.125,0,0,,5,5,1.000,2,0,2,3,0,1,2,3,7,-14,.343,.125,.000,.625,9.3,0.0,4.9,22.4,0.0,3.5,16.4,25.5,80,110
36,12/28/2018,LAL,1,Kentavious Caldwell-Pope\caldwke01,26:03,4,8,.500,3,5,.600,3,3,1.000,0,4,4,1,0,0,1,1,14,-23,.751,.688,.625,.375,0.0,15.0,7.2,6.4,0.0,0.0,9.7,15.9,130,111
36,12/28/2018,LAL,1,Tyson Chandler\chandty01,23:39,2,4,.500,0,0,,2,6,.333,3,12,15,3,0,1,0,1,6,+1,.452,.500,.000,1.500,11.3,49.7,29.6,19.1,0.0,2.8,0.0,11.3,122,102
36,12/28/2018,LAL,1,Lance Stephenson\stephla01,17:19,3,8,.375,2,4,.500,0,0,,1,1,2,2,0,0,4,3,8,-7,.500,.500,.500,.000,5.1,5.7,5.4,20.0,0.0,0.0,33.3,27.9,71,113
36,12/28/2018,LAL,1,Alex Caruso\carusal01,1:26,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,1,0,-4,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0,114
36,12/28/2018,LAL,1,Sviatoslav Mykhailiuk\mykhasv01,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
36,12/28/2018,LAL,1,Johnathan Williams\willijo04,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
36,12/28/2018,LAL,1,Isaac Bonga\bongais01,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
36,12/28/2018,LAL,1,Moritz Wagner\wagnemo01,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
37,12/30/2018,LAL,1,Kyle Kuzma\kuzmaky01,40:14,5,17,.294,4,10,.400,4,4,1.000,1,8,9,6,0,0,2,3,18,+2,.480,.412,.588,.235,2.5,20.3,11.3,17.4,0.0,0.0,9.6,20.5,107,113
37,12/30/2018,LAL,1,Josh Hart\hartjo01,39:34,8,14,.571,3,8,.375,3,5,.600,0,7,7,3,2,0,2,3,22,+18,.679,.679,.571,.357,0.0,18.1,8.9,9.8,2.3,0.0,11.0,18.3,123,108
37,12/30/2018,LAL,1,Brandon Ingram\ingrabr01,39:10,9,13,.692,1,3,.333,2,4,.500,1,6,7,9,1,2,3,1,21,+16,.711,.731,.231,.308,2.6,15.6,9.0,30.7,1.2,4.0,16.9,18.0,132,108
37,12/30/2018,LAL,1,Lonzo Ball\balllo01,31:21,6,14,.429,1,6,.167,0,4,.000,0,2,2,6,0,0,2,1,13,-20,.412,.464,.429,.286,0.0,6.5,3.2,24.3,0.0,0.0,11.3,22.5,89,116
37,12/30/2018,LAL,1,JaVale McGee\mcgeeja01,23:30,4,8,.500,0,0,,0,0,,3,9,12,1,2,1,1,1,8,+7,.500,.500,.000,.000,12.8,39.1,25.8,5.3,3.9,3.3,11.1,15.2,108,97
37,12/30/2018,LAL,1,Kentavious Caldwell-Pope\caldwke01,28:28,9,21,.429,5,13,.385,3,3,1.000,1,2,3,1,2,0,1,4,26,+19,.582,.548,.619,.143,3.5,7.2,5.3,5.3,3.2,0.0,4.3,32.6,116,108
37,12/30/2018,LAL,1,Tyson Chandler\chandty01,16:27,3,5,.600,0,1,.000,0,0,,5,3,8,2,0,1,3,2,6,+2,.600,.600,.200,.000,30.4,18.6,24.6,15.3,0.0,4.8,37.5,19.3,105,109
37,12/30/2018,LAL,1,Sviatoslav Mykhailiuk\mykhasv01,9:15,0,1,.000,0,1,.000,0,0,,0,0,0,1,0,0,0,0,0,+1,.000,.000,1.000,.000,0.0,0.0,0.0,11.0,0.0,0.0,0.0,4.3,61,117
37,12/30/2018,LAL,1,Lance Stephenson\stephla01,7:51,3,4,.750,1,2,.500,0,0,,1,1,2,1,0,0,0,1,7,-4,.875,.875,.500,.000,12.7,13.0,12.9,21.3,0.0,0.0,0.0,20.2,177,115
37,12/30/2018,LAL,1,Johnathan Williams\willijo04,4:10,0,1,.000,0,0,,0,0,,0,0,0,0,0,1,0,1,0,-6,.000,.000,.000,.000,0.0,0.0,0.0,0.0,0.0,18.9,0.0,9.5,0,101
37,12/30/2018,LAL,1,Moritz Wagner\wagnemo01,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
37,12/30/2018,LAL,1,Ivica Zubac\zubaciv01,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
37,12/30/2018,LAL,1,Isaac Bonga\bongais01,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
38,1/2/2019,LAL,1,Brandon Ingram\ingrabr01,40:43,8,21,.381,0,2,.000,1,2,.500,1,10,11,5,0,1,4,3,17,-15,.388,.381,.095,.095,2.1,18.7,11.0,21.4,0.0,1.6,15.5,25.4,74,99
38,1/2/2019,LAL,1,Josh Hart\hartjo01,37:43,5,16,.313,1,8,.125,2,4,.500,1,14,15,2,1,1,1,5,13,-1,.366,.344,.500,.250,2.3,28.3,16.2,8.3,1.2,1.7,5.3,19.9,76,92
